location_description,Area,Building,Campus,Company,Facility,Room,Site,location_full_name,test_type_code,test_type_desc,site_description,metric_nm,metric_id,group_map_json_obj
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Stopfenbunker seitlich,Action limit excursion rate,2536,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Stopfenbunker seitlich""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Edelstahlfläche im Bereich der IPC-Station,Action limit excursion rate,2537,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Edelstahlfläche im Bereich der IPC-Station""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Edelstahlfläche im Bereich der IPC-Station,Action limit excursion rate,2538,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Edelstahlfläche im Bereich der IPC-Station""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Tischplatte unter Begasungsfilter,Action limit excursion rate,2539,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Tischplatte unter Begasungsfilter""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Tischplatte unter Begasungsfilter,Action limit excursion rate,2540,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Tischplatte unter Begasungsfilter""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Pumpenhalterung seitlich,Action limit excursion rate,2541,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Pumpenhalterung seitlich""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Pumpenhalterung seitlich,Action limit excursion rate,2542,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Pumpenhalterung seitlich""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,ACTIVEAIR_AA,LI_VIABAIR_ANAER_TSA,neben Schreibtisch (zw. Personalschleuse und Anlage) - MAS Anfang,Action limit excursion rate,2543,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_ANAER_TSA"",""site_description"":""neben Schreibtisch (zw. Personalschleuse und Anlage) - MAS Anfang""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,ACTIVEAIR_AA,LI_VIABAIR_TSA,neben Schreibtisch (zw. Personalschleuse und Anlage) - MAS Mitte,Action limit excursion rate,2544,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""neben Schreibtisch (zw. Personalschleuse und Anlage) - MAS Mitte""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_TSA,Arbeitstisch mittig,Action limit excursion rate,2545,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Arbeitstisch mittig""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Arbeitstisch mittig,Action limit excursion rate,2546,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Arbeitstisch mittig""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_TSA,Sichtfenster zu Ampullenwaschraum R.205 (neben Arbeitstisch),Action limit excursion rate,2547,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Sichtfenster zu Ampullenwaschraum R.205 (neben Arbeitstisch)""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Sichtfenster zu Ampullenwaschraum R.205 (neben Arbeitstisch),Action limit excursion rate,2548,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Sichtfenster zu Ampullenwaschraum R.205 (neben Arbeitstisch)""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_TSA,Schrank Front,Action limit excursion rate,2549,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Schrank Front""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Schrank Front,Action limit excursion rate,2550,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Schrank Front""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_TSA,Wand im Bereich der Überstiegsleiter,Action limit excursion rate,2551,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Wand im Bereich der Überstiegsleiter""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Wand im Bereich der Überstiegsleiter,Action limit excursion rate,2552,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Wand im Bereich der Überstiegsleiter""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_TSA,Edelstahlfläche von Autoklav,Action limit excursion rate,2553,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Edelstahlfläche von Autoklav""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Edelstahlfläche von Autoklav,Action limit excursion rate,2554,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Edelstahlfläche von Autoklav""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_TSA,Boden vordere Seite der Anlage (näher bei PS R.207B),Action limit excursion rate,2555,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Boden vordere Seite der Anlage (näher bei PS R.207B)""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Boden vordere Seite der Anlage (näher bei PS R.207B),Action limit excursion rate,2556,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Boden vordere Seite der Anlage (näher bei PS R.207B)""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_TSA,Boden hinterer Bereich der Anlage,Action limit excursion rate,2557,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Boden hinterer Bereich der Anlage""}]"
Sterilfüllraum 7,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 7,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Boden hinterer Bereich der Anlage,Action limit excursion rate,2558,"[{""location_description"":""Sterilfüllraum 7"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 7"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_208"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Boden hinterer Bereich der Anlage""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,ACTIVEAIR_AA,LI_VIABAIR_ANAER_TSA,zw. Anlage u. Türe zu PS R.210B - MAS Anfang,Action limit excursion rate,2559,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_ANAER_TSA"",""site_description"":""zw. Anlage u. Türe zu PS R.210B - MAS Anfang""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,ACTIVEAIR_AA,LI_VIABAIR_TSA,vor Abfüllanlage - MAS Anfang,Action limit excursion rate,2560,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""vor Abfüllanlage - MAS Anfang""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,ORG,LI_Org ID (MOLD),vor Abfüllanlage - MAS Anfang,Action limit excursion rate,2561,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""vor Abfüllanlage - MAS Anfang""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,ACTIVEAIR_AA,LI_VIABAIR_ANAER_TSA,vor Abfüllanlage - MAS Anfang,Action limit excursion rate,2562,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_ANAER_TSA"",""site_description"":""vor Abfüllanlage - MAS Anfang""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,SURFACE_AA,LI_VIABSURF_TSA,Wand links neben Sichtfenster zu R.205 (Waschraum),Action limit excursion rate,2563,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Wand links neben Sichtfenster zu R.205 (Waschraum)""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Wand links neben Sichtfenster zu R.205 (Waschraum),Action limit excursion rate,2564,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Wand links neben Sichtfenster zu R.205 (Waschraum)""}]"
Sterilfüllraum 6,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 6,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209,SURFACE_AA,LI_VIABSURF_TSA,Partikelmessgerät Bedienfeld,Action limit excursion rate,2565,"[{""location_description"":""Sterilfüllraum 6"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 6"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_209"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Partikelmessgerät Bedienfeld""}]"
